epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5326002836227417,0.757758617401123,0.0002,0.5869624018669128,0.6700512170791626
1,0.619188666343689,0.6506664752960205,0.0002,0.6610445380210876,0.635822594165802
2,0.6569613814353943,0.6195904016494751,0.0002,0.7124572992324829,0.5968418121337891
3,0.6767154335975647,0.5997874140739441,0.0002,0.7317641973495483,0.5747816562652588
4,0.7000148892402649,0.5716330409049988,0.0002,0.713325023651123,0.5536841154098511
5,0.7226365208625793,0.5442804098129272,0.0002,0.7132165431976318,0.5509131550788879
6,0.734174370765686,0.5279479026794434,0.0002,0.7658224701881409,0.5035082101821899
7,0.7496983408927917,0.5053330063819885,0.0002,0.7980367541313171,0.4528370499610901
8,0.7688829302787781,0.4750599265098572,0.0002,0.7202668190002441,0.5190377235412598
9,0.7812953591346741,0.4565412998199463,0.0002,0.7757470607757568,0.4585791230201721
10,0.7888674736022949,0.44247448444366455,0.0002,0.8045989274978638,0.43781381845474243
11,0.795463502407074,0.43268609046936035,0.0002,0.8263463377952576,0.3980198800563812
12,0.801442563533783,0.42294737696647644,0.0002,0.8318780660629272,0.39516982436180115
13,0.8039372563362122,0.4173925518989563,0.0002,0.835294783115387,0.385415256023407
14,0.8091367483139038,0.4105420708656311,0.0002,0.8319865465164185,0.4118541479110718
15,0.8119568228721619,0.40463072061538696,0.0002,0.8337762355804443,0.38933658599853516
16,0.8150209188461304,0.400517076253891,0.0002,0.8377352356910706,0.38857153058052063
17,0.8181189298629761,0.3944585919380188,0.0002,0.838874101638794,0.38589805364608765
18,0.818715512752533,0.39253485202789307,0.0002,0.838114857673645,0.37434932589530945
19,0.820193350315094,0.38918337225914,0.0002,0.827756404876709,0.3890843689441681
20,0.8230947852134705,0.38592904806137085,0.0002,0.8402299284934998,0.37545061111450195
21,0.8366460204124451,0.3623751997947693,1e-04,0.8422908186912537,0.3643648624420166
22,0.8394864201545715,0.3586455285549164,1e-04,0.8439177870750427,0.3669658601284027
23,0.8396897912025452,0.3575126826763153,1e-04,0.8397418260574341,0.3657284379005432
24,0.8408557772636414,0.3564622402191162,1e-04,0.8404468894004822,0.3685218393802643
25,0.8416963815689087,0.35513201355934143,1e-04,0.8435924053192139,0.36649268865585327
26,0.8420285582542419,0.35355517268180847,1e-04,0.8457074761390686,0.35720375180244446
27,0.8419268727302551,0.35445719957351685,1e-04,0.8473344445228577,0.3497912883758545
28,0.8428081274032593,0.35121864080429077,1e-04,0.8202722668647766,0.39081498980522156
29,0.841343879699707,0.3530157506465912,1e-04,0.8082867860794067,0.4133830666542053
30,0.842313289642334,0.3510783612728119,1e-04,0.8398503065109253,0.3619849383831024
31,0.8434928059577942,0.3485950231552124,1e-04,0.8413688540458679,0.3607409596443176
32,0.8444079756736755,0.3479195535182953,1e-04,0.8463040590286255,0.3518647849559784
33,0.845695972442627,0.3472785949707031,1e-04,0.8377352356910706,0.36124199628829956
34,0.8445232510566711,0.3467109799385071,1e-04,0.8459786176681519,0.3539104163646698
35,0.8439537882804871,0.3490862548351288,1e-04,0.8420738577842712,0.3609454333782196
36,0.8450520038604736,0.34652236104011536,1e-04,0.8431585431098938,0.3604103624820709
37,0.8447604775428772,0.3488162159919739,1e-04,0.8370844125747681,0.3652563691139221
38,0.8457502126693726,0.34543392062187195,1e-04,0.8480936884880066,0.34944653511047363
39,0.8454384207725525,0.3462730050086975,1e-04,0.8458159565925598,0.3542657196521759
40,0.8463332056999207,0.3457600474357605,1e-04,0.8486360311508179,0.3452482223510742
41,0.8463603258132935,0.3446350395679474,1e-04,0.8496122360229492,0.34614869952201843
42,0.8469094634056091,0.34335049986839294,1e-04,0.8457617163658142,0.35832664370536804
43,0.847234845161438,0.3446555435657501,1e-04,0.8455447554588318,0.3533931374549866
44,0.8476687073707581,0.3416632413864136,1e-04,0.8422365784645081,0.359209805727005
45,0.8471466898918152,0.34080326557159424,1e-04,0.8487445116043091,0.3455398976802826
46,0.8479805588722229,0.3404442369937897,1e-04,0.8419111371040344,0.35786059498786926
47,0.8478246331214905,0.34150516986846924,1e-04,0.8464667201042175,0.3491801917552948
48,0.8471263647079468,0.3415873646736145,1e-04,0.8454362750053406,0.35451021790504456
49,0.8482856154441833,0.3401241898536682,1e-04,0.8417484760284424,0.35995420813560486
50,0.8483262658119202,0.340194433927536,1e-04,0.8501003384590149,0.3490312099456787
51,0.8482517004013062,0.3394511640071869,1e-04,0.8323661684989929,0.37457266449928284
52,0.8491668701171875,0.33874911069869995,1e-04,0.8517815470695496,0.34286946058273315
53,0.8494380116462708,0.33952170610427856,1e-04,0.8495579957962036,0.3497115671634674
54,0.8489024639129639,0.33848732709884644,1e-04,0.838874101638794,0.3546575903892517
55,0.8477364778518677,0.3375875949859619,1e-04,0.846846342086792,0.3484141528606415
56,0.8493905663490295,0.3375243544578552,1e-04,0.8269429206848145,0.39493483304977417
57,0.8500413298606873,0.3381965160369873,1e-04,0.8492868542671204,0.3456207811832428
58,0.850054919719696,0.33542174100875854,1e-04,0.8457074761390686,0.3516075313091278
59,0.8498921990394592,0.33633193373680115,1e-04,0.8443516492843628,0.3500780761241913
60,0.8521699905395508,0.3342306911945343,1e-04,0.8506969213485718,0.3476923406124115
61,0.8506107926368713,0.3356454372406006,1e-04,0.8476056456565857,0.34714651107788086
62,0.8518106937408447,0.33361291885375977,1e-04,0.8455447554588318,0.3495178520679474
63,0.8538376092910767,0.331895112991333,1e-04,0.8509138226509094,0.3402268886566162
64,0.8512277007102966,0.3340283930301666,1e-04,0.8482564091682434,0.3490806221961975
65,0.8535257577896118,0.33168020844459534,1e-04,0.8489614129066467,0.3515304923057556
66,0.8515394926071167,0.333922415971756,1e-04,0.842995822429657,0.35227394104003906
67,0.8513700366020203,0.3319382071495056,1e-04,0.840772271156311,0.35149407386779785
68,0.8518445491790771,0.3316720724105835,1e-04,0.8504257202148438,0.34453898668289185
69,0.8526241779327393,0.3309309482574463,1e-04,0.84153151512146,0.3617227077484131
70,0.8545697331428528,0.3295173645019531,1e-04,0.8502088189125061,0.3446813225746155
71,0.8520547151565552,0.3323145806789398,1e-04,0.8474971652030945,0.34901049733161926
