epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5476493239402771,0.7723831534385681,0.0005,0.6377837657928467,0.638399064540863
1,0.6322292685508728,0.6412675976753235,0.0005,0.6580424904823303,0.6267774701118469
2,0.6475547552108765,0.6302927732467651,0.0005,0.6682125329971313,0.6196474432945251
3,0.6553852558135986,0.6235314607620239,0.0005,0.6727687120437622,0.6152496933937073
4,0.6630124449729919,0.6175338625907898,0.0005,0.6665039658546448,0.6172645092010498
5,0.6665005683898926,0.6148927807807922,0.0005,0.6651208400726318,0.6177386045455933
6,0.6710463166236877,0.6103890538215637,0.0005,0.680904746055603,0.6095229983329773
7,0.6709039807319641,0.6095162034034729,0.0005,0.6790334582328796,0.6066550612449646
8,0.674981951713562,0.6062093377113342,0.0005,0.680497944355011,0.6064097285270691
9,0.6763039827346802,0.6053680181503296,0.0005,0.684077799320221,0.6019885540008545
10,0.6762937903404236,0.6035688519477844,0.0005,0.6792775392532349,0.6064547896385193
11,0.6780938506126404,0.6018973588943481,0.0005,0.6756163239479065,0.6070950627326965
12,0.6800565719604492,0.6008791923522949,0.0005,0.6869254112243652,0.6005674600601196
13,0.6803209781646729,0.5991821885108948,0.0005,0.6811488270759583,0.6045658588409424
14,0.6800260543823242,0.5983908772468567,0.0005,0.6799284219741821,0.6041983962059021
15,0.6836057305335999,0.5971376299858093,0.0005,0.680497944355011,0.6016671061515808
16,0.684459924697876,0.5954601764678955,0.0005,0.6842405200004578,0.5993251204490662
17,0.6818667054176331,0.5954639911651611,0.0005,0.6848100423812866,0.6004927754402161
18,0.6846938729286194,0.5932588577270508,0.0005,0.6860304474830627,0.6005116701126099
19,0.6867480874061584,0.5919845700263977,0.0005,0.6812301874160767,0.6003710627555847
20,0.686036229133606,0.5916646122932434,0.0005,0.6889594197273254,0.5966526865959167
21,0.6890972256660461,0.5876364707946777,0.00025,0.6874135732650757,0.5956437587738037
22,0.6904396414756775,0.5870919227600098,0.00025,0.6879830956459045,0.5939293503761292
23,0.6917006373405457,0.5862132906913757,0.00025,0.6907493472099304,0.5926843881607056
24,0.6917006373405457,0.585814893245697,0.00025,0.6830201148986816,0.5973212718963623
25,0.6933175921440125,0.5846766829490662,0.00025,0.6843218803405762,0.5977897644042969
26,0.6919447183609009,0.5842201113700867,0.00025,0.6877390146255493,0.5937109589576721
27,0.6931345462799072,0.5841422080993652,0.00025,0.6896916627883911,0.5913639068603516
28,0.6944769024848938,0.5836207866668701,0.00025,0.6861118078231812,0.5958769917488098
29,0.6943142414093018,0.582550585269928,0.00025,0.6891221404075623,0.5926781892776489
30,0.6958803534507751,0.5820286870002747,0.00025,0.6883085370063782,0.591907799243927
31,0.695829451084137,0.5815908908843994,0.00025,0.6883898973464966,0.5918146967887878
32,0.6943243741989136,0.5820484161376953,0.00025,0.6873322129249573,0.5932519435882568
33,0.6954430341720581,0.5811912417411804,0.00025,0.6894475817680359,0.5923106670379639
34,0.6955447196960449,0.580779492855072,0.00025,0.6901798248291016,0.5904839634895325
35,0.694751501083374,0.5814759135246277,0.00025,0.6919697523117065,0.5920383930206299
36,0.6947718262672424,0.580639123916626,0.00025,0.6892035007476807,0.5909169912338257
37,0.6969684362411499,0.5803238749504089,0.00025,0.6865186095237732,0.5926456451416016
38,0.6960430145263672,0.5798369646072388,0.00025,0.6870067715644836,0.5920125246047974
39,0.695890486240387,0.5804103016853333,0.00025,0.6900171041488647,0.5889596343040466
40,0.696175217628479,0.5794200897216797,0.00025,0.688064455986023,0.59063720703125
41,0.6973549127578735,0.5790165662765503,0.00025,0.6883898973464966,0.5924615859985352
42,0.6982396841049194,0.5775496959686279,0.00025,0.6926206350326538,0.5894955992698669
43,0.6971616744995117,0.5785696506500244,0.00025,0.6904239058494568,0.5892633199691772
44,0.6972938776016235,0.57756108045578,0.00025,0.6896103024482727,0.5887914896011353
45,0.699297308921814,0.576984167098999,0.00025,0.6879830956459045,0.5934947729110718
46,0.7001718878746033,0.576525866985321,0.00025,0.6857863664627075,0.5925586819648743
47,0.699958324432373,0.5763362646102905,0.00025,0.6896916627883911,0.5922070741653442
48,0.6995006799697876,0.5761305093765259,0.00025,0.6913188695907593,0.5933749675750732
49,0.699958324432373,0.576529324054718,0.00025,0.692457914352417,0.5875694155693054
50,0.6991243958473206,0.5762203335762024,0.00025,0.694247841835022,0.5886456370353699
51,0.6988701820373535,0.5759806632995605,0.00025,0.6935155987739563,0.5878412127494812
52,0.7000600099563599,0.57539963722229,0.00025,0.6900984644889832,0.5905578136444092
53,0.699927806854248,0.5750418901443481,0.00025,0.691074788570404,0.5918650031089783
54,0.6996939182281494,0.5749931335449219,0.00025,0.6877390146255493,0.5933229327201843
55,0.7011074423789978,0.5746245384216309,0.00025,0.6908307075500488,0.5885051488876343
56,0.7005176544189453,0.574856162071228,0.00025,0.6865999698638916,0.5904409885406494
57,0.7002837061882019,0.5740109086036682,0.00025,0.6874949336051941,0.5904361009597778
58,0.701005756855011,0.5734942555427551,0.00025,0.6892035007476807,0.5944154262542725
59,0.7012295126914978,0.5734012126922607,0.00025,0.6887153387069702,0.5894911885261536
