epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5808851718902588,0.7033876180648804,0.0004,0.6609157919883728,0.6216073632240295
1,0.6800876259803772,0.5989298224449158,0.0004,0.7293294072151184,0.5617560148239136
2,0.723388671875,0.5454983115196228,0.0004,0.7460395097732544,0.5389622449874878
3,0.7466905117034912,0.5138214230537415,0.0004,0.7849934697151184,0.45736128091812134
4,0.7873399257659912,0.4471624195575714,0.0004,0.8038737177848816,0.43637773394584656
5,0.8057047724723816,0.4168901741504669,0.0004,0.8174370527267456,0.439226359128952
6,0.8144463300704956,0.40226948261260986,0.0004,0.7236328125,0.5200280547142029
7,0.8173760175704956,0.39776596426963806,0.0004,0.8377821445465088,0.37026554346084595
8,0.8223063349723816,0.38901254534721375,0.0004,0.8483615517616272,0.3549414575099945
9,0.8230183720588684,0.386181116104126,0.0004,0.8343098759651184,0.3739582300186157
10,0.8271145224571228,0.3798958361148834,0.0004,0.8453776240348816,0.3657485246658325
11,0.8288370966911316,0.37806108593940735,0.0004,0.8531901240348816,0.34553778171539307
12,0.8317124843597412,0.37146198749542236,0.0004,0.8403862714767456,0.3637982904911041
13,0.8334214687347412,0.3667289614677429,0.0004,0.8343098759651184,0.38838616013526917
14,0.8342421054840088,0.36633703112602234,0.0004,0.8384873867034912,0.362568199634552
15,0.8365817666053772,0.36089083552360535,0.0004,0.8107096552848816,0.40290722250938416
16,0.8357475996017456,0.36378633975982666,0.0004,0.8439670205116272,0.35936301946640015
17,0.8324381709098816,0.3668714761734009,0.0004,0.8505859375,0.3365107476711273
18,0.8406304121017456,0.35719034075737,0.0004,0.8403862714767456,0.36600634455680847
19,0.8377278447151184,0.35862499475479126,0.0004,0.8377278447151184,0.36264801025390625
20,0.8379042148590088,0.35890617966651917,0.0004,0.8479275107383728,0.3561050593852997
21,0.8550143837928772,0.32968103885650635,0.0002,0.8550347089767456,0.32707512378692627
22,0.859375,0.32365432381629944,0.0002,0.8615993857383728,0.3201197683811188
23,0.85919189453125,0.32280558347702026,0.0002,0.86181640625,0.31568464636802673
