epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5322108268737793,0.7659338116645813,0.0005,0.5838620662689209,0.6715434193611145
1,0.6431999206542969,0.6367160081863403,0.0005,0.657637894153595,0.6216759085655212
2,0.6776679754257202,0.6070393919944763,0.0005,0.6968439817428589,0.6032297611236572
3,0.6934887170791626,0.592852771282196,0.0005,0.6918821930885315,0.592211902141571
4,0.699680745601654,0.5835416913032532,0.0005,0.6929396390914917,0.5915581583976746
5,0.7035545706748962,0.5782888531684875,0.0005,0.6940783858299255,0.5962517261505127
6,0.7048458456993103,0.5752518177032471,0.0005,0.7028631567955017,0.5794098973274231
7,0.7050898671150208,0.5721685290336609,0.0005,0.7044086456298828,0.5772762894630432
8,0.7080588340759277,0.569492757320404,0.0005,0.6966813206672668,0.578765332698822
9,0.7105498909950256,0.5676513910293579,0.0005,0.7064421772956848,0.5710408091545105
10,0.7132137417793274,0.5656228065490723,0.0005,0.714576244354248,0.5684451460838318
11,0.7131527662277222,0.564832866191864,0.0005,0.7113226056098938,0.5708470940589905
12,0.7127867341041565,0.5627418160438538,0.0005,0.7165284156799316,0.5654464364051819
13,0.7142406702041626,0.5624765157699585,0.0005,0.7170164585113525,0.5670204162597656
14,0.7141085267066956,0.5617331862449646,0.0005,0.7060354351997375,0.5718283653259277
15,0.7162233591079712,0.5598927140235901,0.0005,0.7147389054298401,0.5607956647872925
16,0.7160505056381226,0.5603530406951904,0.0005,0.7120546698570251,0.5727668404579163
17,0.7176569700241089,0.5588669776916504,0.0005,0.7155523300170898,0.5630301833152771
18,0.7172502875328064,0.5585346817970276,0.0005,0.7087197303771973,0.5678184032440186
19,0.7177789807319641,0.557679295539856,0.0005,0.7195379734039307,0.5584254860877991
20,0.7185924053192139,0.556585431098938,0.0005,0.718073844909668,0.5621228218078613
21,0.7243675589561462,0.5500839352607727,0.00025,0.722954273223877,0.5556434988975525
22,0.7233813405036926,0.5499190092086792,0.00025,0.7169350981712341,0.5601235032081604
23,0.7238897085189819,0.5483340620994568,0.00025,0.7238490581512451,0.5554242134094238
24,0.725119948387146,0.54627925157547,0.00025,0.7198633551597595,0.5550463795661926
25,0.726024866104126,0.5448886156082153,0.00025,0.7142508625984192,0.5578437447547913
26,0.7264010906219482,0.545332133769989,0.00025,0.7213274836540222,0.5539433360099792
27,0.7245302796363831,0.5451984405517578,0.00025,0.7177485227584839,0.5562989115715027
28,0.7254859805107117,0.5449901223182678,0.00025,0.7166097164154053,0.5556164979934692
29,0.7268993258476257,0.543480634689331,0.00025,0.7171791195869446,0.5566275715827942
30,0.7254453301429749,0.5447219610214233,0.00025,0.7157149910926819,0.5541377663612366
31,0.7261468768119812,0.5442898869514465,0.00025,0.7238490581512451,0.5504148006439209
32,0.7256893515586853,0.543732225894928,0.00025,0.7175045013427734,0.554714024066925
33,0.7266349196434021,0.5432618260383606,0.00025,0.7218968868255615,0.5516430139541626
34,0.7273873686790466,0.5424318909645081,0.00025,0.7263705730438232,0.546769917011261
35,0.7275398373603821,0.5419228076934814,0.00025,0.7137628197669983,0.5576730966567993
36,0.7282922267913818,0.5408297777175903,0.00025,0.720270037651062,0.5525073409080505
37,0.7259944081306458,0.5423949956893921,0.00025,0.724987804889679,0.5479146838188171
38,0.7287498116493225,0.5408735275268555,0.00025,0.7203513979911804,0.5523256063461304
39,0.72822105884552,0.5407840013504028,0.00025,0.7144135236740112,0.5563405156135559
40,0.7287396192550659,0.5404284000396729,0.00025,0.7244184017181396,0.5482433438301086
41,0.728993833065033,0.5408595204353333,0.00025,0.7192126512527466,0.5529752373695374
42,0.7298173904418945,0.5402725338935852,0.00025,0.7181552052497864,0.5516446828842163
43,0.7284244298934937,0.540404736995697,0.00025,0.7271026372909546,0.546320915222168
44,0.7286684513092041,0.5400897860527039,0.00025,0.724987804889679,0.5489959120750427
45,0.7304071187973022,0.5392100214958191,0.00025,0.7182365655899048,0.5565436482429504
46,0.7298987507820129,0.5394067168235779,0.00025,0.7289735078811646,0.5480456948280334
47,0.7301630973815918,0.539192259311676,0.00025,0.7227102518081665,0.549512505531311
48,0.7308849692344666,0.537962794303894,0.00025,0.725150465965271,0.5499594211578369
49,0.7296953797340393,0.5389316082000732,0.00025,0.7220595479011536,0.551024317741394
50,0.7308138012886047,0.5388861298561096,0.00025,0.715064287185669,0.5524521470069885
51,0.734911322593689,0.5345796942710876,0.000125,0.7279160618782043,0.5429229736328125
52,0.7343826293945312,0.5339888334274292,0.000125,0.7249064445495605,0.5479491353034973
53,0.7349011898040771,0.5330520272254944,0.000125,0.7302749156951904,0.5437219142913818
54,0.7337115406990051,0.5329805612564087,0.000125,0.7246624231338501,0.5486508011817932
