epoch,accuracy,loss,val_accuracy,val_loss
0,0.6626595258712769,0.9466007351875305,0.649350643157959,0.907261073589325
1,0.7238422632217407,0.7006381154060364,0.6759430766105652,0.7455023527145386
2,0.7344536781311035,0.6372339129447937,0.7130488753318787,0.6592105031013489
3,0.7382762432098389,0.6115073561668396,0.719851553440094,0.6336660385131836
4,0.7422555685043335,0.5963588953018188,0.7303648591041565,0.6205008625984192
5,0.7447726130485535,0.5882462859153748,0.7399505376815796,0.6000444889068604
6,0.746715247631073,0.5810472965240479,0.7340754270553589,0.6121306419372559
7,0.748877227306366,0.5740951299667358,0.7362399697303772,0.5960278511047363
8,0.7502245306968689,0.5687764883041382,0.7402597665786743,0.59027498960495
9,0.7502767443656921,0.565703272819519,0.7424242496490479,0.5812481045722961
10,0.7514361143112183,0.5613919496536255,0.7467532753944397,0.5785559415817261
11,0.750861644744873,0.5595499277114868,0.7359307408332825,0.5801872611045837
12,0.7523447275161743,0.556402325630188,0.7430426478385925,0.577880322933197
13,0.7548931837081909,0.5517478585243225,0.7418057918548584,0.5714496970176697
14,0.7539218068122864,0.55068039894104,0.7427334785461426,0.5684131383895874
15,0.7556138038635254,0.5477340221405029,0.7439703345298767,0.5672095417976379
16,0.7551124691963196,0.5457131266593933,0.7470624446868896,0.5660538077354431
17,0.7549453973770142,0.5443456768989563,0.7396413087844849,0.5664082765579224
18,0.7564806938171387,0.5418657660484314,0.7427334785461426,0.5626126527786255
19,0.7569193243980408,0.5399962663650513,0.7461348176002502,0.5597681403160095
20,0.7564911246299744,0.5386006832122803,0.7470624446868896,0.5659700036048889
21,0.7565224766731262,0.5375072956085205,0.7489177584648132,0.561269998550415
22,0.7572430968284607,0.5363970398902893,0.7430426478385925,0.5647756457328796
23,0.7598959803581238,0.5331453680992126,0.7495361566543579,0.5634966492652893
24,0.7575668692588806,0.5338707566261292,0.7501546144485474,0.5555599927902222
25,0.7592170834541321,0.5320042371749878,0.7476809024810791,0.5563512444496155
26,0.7585591077804565,0.532392144203186,0.7433518767356873,0.5578768849372864
27,0.7601779699325562,0.5297792553901672,0.7501546144485474,0.5526961088180542
28,0.76097172498703,0.5282535552978516,0.7399505376815796,0.5609420537948608
29,0.7612642049789429,0.5248573422431946,0.7473716735839844,0.5532452464103699
30,0.7632903456687927,0.5244809985160828,0.7476809024810791,0.5598837733268738
31,0.7620683908462524,0.5236874222755432,0.7461348176002502,0.5588989853858948
32,0.7626532912254333,0.5227497220039368,0.7461348176002502,0.5545640587806702
33,0.761379063129425,0.5236877799034119,0.7390229105949402,0.5620141625404358
34,0.7618803977966309,0.5223127603530884,0.7458255887031555,0.5547068119049072
35,0.7637812495231628,0.5192901492118835,0.7495361566543579,0.5534696578979492
36,0.7626115083694458,0.519177258014679,0.7424242496490479,0.5573902726173401
37,0.7639274597167969,0.5191601514816284,0.7517006993293762,0.5498237609863281
38,0.7651285529136658,0.5156719088554382,0.7498453855514526,0.5508365631103516
39,0.7655045390129089,0.5166844129562378,0.7476809024810791,0.5528708100318909
40,0.7655463218688965,0.5152814388275146,0.7470624446868896,0.5548583269119263
41,0.7660894393920898,0.512904703617096,0.7495361566543579,0.5545122623443604
42,0.7672696709632874,0.5121398568153381,0.7551020383834839,0.5499449372291565
43,0.7684916257858276,0.5112291574478149,0.7467532753944397,0.5569310784339905
44,0.7685020565986633,0.511050820350647,0.7467532753944397,0.5571046471595764
45,0.7675620913505554,0.5098568201065063,0.7458255887031555,0.5512111186981201
46,0.7682514190673828,0.5085970759391785,0.7439703345298767,0.564913809299469
47,0.7696405053138733,0.5066407322883606,0.7442795038223267,0.5596974492073059
48,0.7697867155075073,0.5062016248703003,0.7476809024810791,0.5572497248649597
49,0.771959125995636,0.5035292506217957,0.7445887327194214,0.557411253452301
50,0.7699642777442932,0.5041576027870178,0.7489177584648132,0.5557536482810974
51,0.7710505127906799,0.5037493109703064,0.7452071905136108,0.5707318186759949
52,0.7720218300819397,0.502026379108429,0.7470624446868896,0.5720279216766357
