epoch,accuracy,loss,val_accuracy,val_loss
0,0.671925961971283,0.6716268062591553,0.687469482421875,0.6161792278289795
1,0.6920042634010315,0.6015391945838928,0.6980697512626648,0.6053332686424255
2,0.6971585154533386,0.5942479372024536,0.6978257298469543,0.6000555157661438
3,0.7006760239601135,0.58896404504776,0.6875508427619934,0.6096340417861938
4,0.7021433711051941,0.5856887102127075,0.6922138333320618,0.6065096259117126
5,0.7041698694229126,0.5834949612617493,0.7066909074783325,0.5888604521751404
6,0.7054880857467651,0.5816053152084351,0.7053624391555786,0.591291069984436
7,0.7067859768867493,0.5797073841094971,0.7030038237571716,0.596017062664032
8,0.707162082195282,0.5781810283660889,0.7032478451728821,0.5945771932601929
9,0.7081820964813232,0.5771233439445496,0.7046576142311096,0.589932382106781
10,0.7091953158378601,0.5758914351463318,0.7052268981933594,0.5921656489372253
11,0.71038818359375,0.5747984647750854,0.7068264484405518,0.5886762738227844
12,0.7117301225662231,0.5733602643013,0.6998319029808044,0.5936387777328491
13,0.7115979790687561,0.5726418495178223,0.7053353786468506,0.590907871723175
14,0.7122858762741089,0.5715288519859314,0.7081819772720337,0.5871509909629822
15,0.7130788564682007,0.5706520676612854,0.7008621096611023,0.5970228910446167
16,0.7137972712516785,0.5693443417549133,0.6981510519981384,0.5947144031524658
