epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5223169922828674,0.7939673662185669,0.0005,0.5033382177352905,0.6946661472320557
1,0.5228461623191833,0.6921914219856262,0.0005,0.5033382177352905,0.6938328146934509
2,0.5228461623191833,0.6921782493591309,0.0005,0.5033382177352905,0.6939888596534729
3,0.5228461623191833,0.6921535134315491,0.0005,0.5033382177352905,0.6935781240463257
4,0.5228461623191833,0.6921520829200745,0.0005,0.5033382177352905,0.6939054727554321
5,0.5228461623191833,0.6921292543411255,0.0005,0.5033382177352905,0.6933650970458984
6,0.5228461623191833,0.6921678185462952,0.0005,0.5033382177352905,0.6937788724899292
7,0.5228461623191833,0.6921488046646118,0.0005,0.5033382177352905,0.693920910358429
8,0.5228461623191833,0.6921424269676208,0.0005,0.5033382177352905,0.6937046647071838
9,0.5228461623191833,0.6921423077583313,0.0005,0.5033382177352905,0.6938924789428711
10,0.5228461623191833,0.6921284794807434,0.0005,0.5033382177352905,0.6934505701065063
11,0.5228461623191833,0.6921511292457581,0.0005,0.5033382177352905,0.6940749287605286
12,0.5228461623191833,0.6921349167823792,0.0005,0.5033382177352905,0.6935798525810242
13,0.5228461623191833,0.6921485066413879,0.0005,0.5033382177352905,0.6940799355506897
14,0.5228461623191833,0.692138135433197,0.0005,0.5033382177352905,0.6937116384506226
15,0.5228461623191833,0.6921132802963257,0.0005,0.5033382177352905,0.6935448050498962
16,0.5228461623191833,0.6921609044075012,0.0005,0.5033382177352905,0.6937648057937622
17,0.5228461623191833,0.6921483278274536,0.0005,0.5033382177352905,0.6936920285224915
18,0.5228461623191833,0.6921478509902954,0.0005,0.5033382177352905,0.6937826871871948
19,0.5228461623191833,0.692123532295227,0.0005,0.5033382177352905,0.6943812370300293
20,0.5228461623191833,0.6921335458755493,0.0005,0.5033382177352905,0.6940295100212097
21,0.5228461623191833,0.6921281218528748,0.00025,0.5033382177352905,0.6940204501152039
22,0.5228461623191833,0.6921229958534241,0.00025,0.5033382177352905,0.693986713886261
23,0.5228461623191833,0.6921314001083374,0.00025,0.5033382177352905,0.6939507722854614
24,0.5228461623191833,0.6921210885047913,0.00025,0.5033382177352905,0.6940063834190369
25,0.5228461623191833,0.6921159625053406,0.00025,0.5033382177352905,0.6937307715415955
26,0.5228461623191833,0.6921303868293762,0.00025,0.5033382177352905,0.6937377452850342
27,0.5228461623191833,0.6921223998069763,0.00025,0.5033382177352905,0.6937429904937744
28,0.5228461623191833,0.6921305060386658,0.00025,0.5033382177352905,0.6938582062721252
29,0.5228461623191833,0.6921250224113464,0.00025,0.5033382177352905,0.6938609480857849
30,0.5228461623191833,0.6921263337135315,0.00025,0.5033382177352905,0.693878173828125
31,0.5228461623191833,0.6921244859695435,0.00025,0.5033382177352905,0.6938996315002441
32,0.5228461623191833,0.6921225190162659,0.00025,0.5033382177352905,0.6938493251800537
33,0.5228461623191833,0.6921135187149048,0.00025,0.5033382177352905,0.693794846534729
34,0.5228461623191833,0.6921128630638123,0.00025,0.5033382177352905,0.6938697099685669
35,0.5228461623191833,0.6921259760856628,0.00025,0.5033382177352905,0.6939366459846497
