epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5507907271385193,0.8156181573867798,0.0005,0.5836182832717896,0.6771172881126404
1,0.6161439418792725,0.6562306880950928,0.0005,0.6564077734947205,0.6384262442588806
2,0.6560152769088745,0.6210829615592957,0.0005,0.6450089812278748,0.6240186095237732
3,0.7070807814598083,0.5651305913925171,0.0005,0.7866796851158142,0.49337098002433777
4,0.7410294413566589,0.5146424174308777,0.0005,0.812734067440033,0.43915268778800964
5,0.7593877911567688,0.49324846267700195,0.0005,0.8148509860038757,0.4739017188549042
6,0.7692793011665344,0.47846895456314087,0.0005,0.8392769694328308,0.42964833974838257
7,0.7719862461090088,0.4711572825908661,0.0005,0.8366715312004089,0.3980726897716522
8,0.7748356461524963,0.46648672223091125,0.0005,0.8177821040153503,0.45150327682495117
9,0.7800663709640503,0.4595968425273895,0.0005,0.8324376940727234,0.4684796929359436
10,0.7776036262512207,0.46077314019203186,0.0005,0.8439993262290955,0.4084155261516571
11,0.7833024859428406,0.4551803171634674,0.0005,0.8228301405906677,0.42253899574279785
