epoch,accuracy,loss,val_accuracy,val_loss
0,0.659442663192749,0.9575040936470032,0.7083890438079834,0.7815510034561157
1,0.7261608839035034,0.7171322703361511,0.7348763346672058,0.6724640727043152
2,0.7373467087745667,0.6507721543312073,0.7376754879951477,0.6344833970069885
3,0.7401562333106995,0.6222267150878906,0.7441928386688232,0.6074700355529785
4,0.7432477474212646,0.6044805645942688,0.7468248605728149,0.596431314945221
5,0.7465272545814514,0.5919638872146606,0.747493326663971,0.5859817266464233
6,0.7479476928710938,0.5844774842262268,0.7477021813392639,0.5766489505767822
7,0.7474359273910522,0.5776566863059998,0.7476603984832764,0.5766247510910034
8,0.7488876581192017,0.5713359117507935,0.751838207244873,0.5653848052024841
9,0.7509138584136963,0.5660974383354187,0.7419785857200623,0.5682298541069031
10,0.7516136169433594,0.5622991919517517,0.7470755577087402,0.5628288984298706
11,0.7507258653640747,0.5604283809661865,0.75,0.5650218725204468
12,0.7528460621833801,0.5556545853614807,0.7548880577087402,0.5519854426383972
13,0.7527416348457336,0.554002583026886,0.7561831474304199,0.5499067306518555
14,0.7551960349082947,0.5499652028083801,0.7507937550544739,0.5508978366851807
15,0.7538278102874756,0.5494868755340576,0.7598178386688232,0.5426158905029297
16,0.7554258108139038,0.5460762977600098,0.756266713142395,0.5457400679588318
17,0.7550811767578125,0.5439331531524658,0.7570604681968689,0.5441977977752686
18,0.7567940354347229,0.5422025918960571,0.7539688944816589,0.5475956797599792
19,0.7579429149627686,0.5398595929145813,0.7611547708511353,0.5323479175567627
20,0.7583815455436707,0.5378695130348206,0.7586480379104614,0.5367666482925415
21,0.757901132106781,0.537011981010437,0.7583138346672058,0.5358753204345703
22,0.7584337592124939,0.5370107889175415,0.7613636255264282,0.5308523178100586
23,0.759185791015625,0.5344600081443787,0.7541360259056091,0.5394880771636963
24,0.7591753005981445,0.5334931015968323,0.7660427689552307,0.5250855684280396
25,0.7589664459228516,0.5319648385047913,0.7588987350463867,0.5313535332679749
26,0.7616610527038574,0.5285903215408325,0.7605698704719543,0.529548168182373
27,0.7612537145614624,0.527812659740448,0.7641627788543701,0.5233665108680725
28,0.760564386844635,0.5279871821403503,0.7566844820976257,0.5316193699836731
29,0.7625070214271545,0.5263731479644775,0.7629094123840332,0.5287309288978577
30,0.7608777284622192,0.5266233086585999,0.7638285160064697,0.5204328894615173
31,0.7620579600334167,0.5245584845542908,0.7661681175231934,0.5214014649391174
32,0.7626741528511047,0.5234653949737549,0.7606534361839294,0.5259127616882324
33,0.7633426189422607,0.5212984681129456,0.7708054780960083,0.512018084526062
34,0.7650867700576782,0.5205357670783997,0.7645387649536133,0.5197736620903015
35,0.7648987770080566,0.5185123682022095,0.7652907967567444,0.5198540091514587
36,0.7660790085792542,0.5176022052764893,0.7676303386688232,0.5143082737922668
37,0.7674054503440857,0.5160853862762451,0.7648729681968689,0.5149235725402832
38,0.7662774324417114,0.5147517919540405,0.7638285160064697,0.5194812417030334
39,0.7672174572944641,0.5144251585006714,0.7681734561920166,0.5101087093353271
40,0.7674994468688965,0.5142228007316589,0.7667530179023743,0.5160678029060364
41,0.7665594220161438,0.5136227011680603,0.7652907967567444,0.5151223540306091
