epoch,accuracy,loss,val_accuracy,val_loss
0,0.5819433927536011,0.749850869178772,0.643531322479248,0.6405704617500305
1,0.6609678268432617,0.6246810555458069,0.6718470454216003,0.6121009588241577
2,0.685671865940094,0.6010113954544067,0.6966639757156372,0.5947928428649902
3,0.6977543830871582,0.5887748599052429,0.694060206413269,0.5909245014190674
4,0.7065009474754333,0.5796564221382141,0.6926769614219666,0.5912773013114929
5,0.7099080681800842,0.5743454694747925,0.6868999004364014,0.5969197154045105
6,0.7121455669403076,0.5690279603004456,0.7039056420326233,0.5814777612686157
7,0.713854193687439,0.5666682720184326,0.7019528150558472,0.5802903175354004
8,0.7158069014549255,0.5636491775512695,0.7187144160270691,0.5671048760414124
9,0.7178207039833069,0.5615584254264832,0.7065093517303467,0.5735738277435303
10,0.7181257605552673,0.5594212412834167,0.7060211300849915,0.5798801779747009
11,0.7205666899681091,0.5581826567649841,0.7207486033439636,0.5613113641738892
12,0.7225703001022339,0.5555309653282166,0.7113913893699646,0.568608820438385
13,0.7240551710128784,0.5550171732902527,0.7143206000328064,0.5673130750656128
14,0.7239025831222534,0.5537774562835693,0.7224572896957397,0.5585847496986389
15,0.7246755361557007,0.552601158618927,0.7161920070648193,0.5649823546409607
16,0.726597785949707,0.5509786605834961,0.7215622663497925,0.5578793883323669
17,0.7249705195426941,0.5502818822860718,0.7248982787132263,0.5538327693939209
18,0.7261096239089966,0.5508061051368713,0.7227827310562134,0.5553606748580933
19,0.7254180312156677,0.5480390191078186,0.7191212177276611,0.5656335949897766
20,0.7269334197044373,0.5482710003852844,0.7215622663497925,0.5639374256134033
21,0.7267910242080688,0.5480290055274963,0.7165988683700562,0.5616608262062073
22,0.7282453775405884,0.545895516872406,0.7305126190185547,0.5505380034446716
23,0.7289064526557922,0.5459867119789124,0.7264442443847656,0.5534183382987976
24,0.7301472425460815,0.5436837077140808,0.7250609993934631,0.55599045753479
25,0.7297709584236145,0.5442513227462769,0.7244101166725159,0.5537143349647522
26,0.7298625111579895,0.5432302951812744,0.7243286967277527,0.5579506158828735
27,0.7317135334014893,0.5424264073371887,0.732058584690094,0.546804666519165
28,0.7315813302993774,0.5425132513046265,0.7283970713615417,0.5489931702613831
29,0.7313270568847656,0.5419209003448486,0.7170056700706482,0.5581203103065491
30,0.7312355041503906,0.5420953035354614,0.7304312586784363,0.5493460297584534
31,0.7324152588844299,0.5405915379524231,0.719528079032898,0.5553701519966125
32,0.7330458760261536,0.5403936505317688,0.7285597920417786,0.5479447841644287
